2026-07-05 14:08:02 | INFO | supply_chain_delivery_app | logger.initialized path=/Users/aditikulkarni/Documents/Masters/AI-Projects/10-Capstone/0_supply_chain_capstone/supply_chain_delivery_app/log/delivery_chat_run_20260705_140802.log
2026-07-05 14:08:02 | INFO | supply_chain_delivery_app | app.startup log_path=/Users/aditikulkarni/Documents/Masters/AI-Projects/10-Capstone/0_supply_chain_capstone/supply_chain_delivery_app/log/delivery_chat_run_20260705_140802.log
2026-07-05 14:09:07 | INFO | supply_chain_delivery_app | request.received request_id=94a8dc11c38a pending=False has_orders_file=True message_len=237
2026-07-05 14:09:07 | INFO | supply_chain_delivery_app | request.confirmation request_id=94a8dc11c38a action=run_confirmed is_quick_action=True
2026-07-05 14:09:07 | INFO | supply_chain_delivery_app | run.started request_id=94a8dc11c38a query_len=883 has_orders_file=True
2026-07-05 14:09:09 | INFO | supply_chain_delivery_app | agent.updated request_id=94a8dc11c38a agent=Supply Chain Last-Mile Delivery Optimization Expert Agent
2026-07-05 14:09:12 | INFO | supply_chain_delivery_app | tool.call.started request_id=94a8dc11c38a tool=predict_delivery_delays_tool args=(input=Predict delayed orders and severity for input file: /private/var/folders/ch/y...)
2026-07-05 14:09:12 | INFO | supply_chain_delivery_app | llm.usage request_id=94a8dc11c38a model=gpt-5.4-2026-03-05 prompt_tokens=5113 completion_tokens=105 total_tokens=5218
2026-07-05 14:09:54 | INFO | supply_chain_delivery_app | tool.call.completed request_id=94a8dc11c38a tool=predict_delivery_delays_tool duration_ms=42442
2026-07-05 14:09:54 | INFO | supply_chain_delivery_app | predict.rows request_id=94a8dc11c38a source=tool_stream count=50
2026-07-05 14:09:55 | INFO | supply_chain_delivery_app | tool.call.started request_id=94a8dc11c38a tool=diagnose_delay_patterns args=(input=Diagnose delay patterns and root causes using the latest prediction output fo...)
2026-07-05 14:09:56 | INFO | supply_chain_delivery_app | llm.usage request_id=94a8dc11c38a model=gpt-5.4-2026-03-05 prompt_tokens=10299 completion_tokens=38 total_tokens=10337
2026-07-05 14:10:19 | INFO | supply_chain_delivery_app | tool.call.completed request_id=94a8dc11c38a tool=diagnose_delay_patterns duration_ms=23905
2026-07-05 14:10:21 | INFO | supply_chain_delivery_app | tool.call.started request_id=94a8dc11c38a tool=delay_simulations_tool args=(input=Simulate delays with weather_condition=stormy and region=east using the lates...)
2026-07-05 14:10:21 | INFO | supply_chain_delivery_app | llm.usage request_id=94a8dc11c38a model=gpt-5.4-2026-03-05 prompt_tokens=15410 completion_tokens=40 total_tokens=15450
2026-07-05 14:10:46 | INFO | supply_chain_delivery_app | tool.call.completed request_id=94a8dc11c38a tool=delay_simulations_tool duration_ms=25018
2026-07-05 14:10:47 | INFO | supply_chain_delivery_app | tool.call.started request_id=94a8dc11c38a tool=recommendation_tool args=(input=Generate recommendations to optimize delivery timelines using the latest pred...)
2026-07-05 14:10:47 | INFO | supply_chain_delivery_app | llm.usage request_id=94a8dc11c38a model=gpt-5.4-2026-03-05 prompt_tokens=19559 completion_tokens=43 total_tokens=19602
2026-07-05 14:10:49 | INFO | supply_chain_delivery_app | tool.recommend_actions.started
2026-07-05 14:10:49 | INFO | supply_chain_delivery_app | tool.recommend_actions.data dims_compared=6 hist_high_risk=10 daily_high_risk=10 severity_hotspots=5 hist_top_dims=6 daily_top_dims=6 output_chars=3666
2026-07-05 14:10:52 | INFO | supply_chain_delivery_app | rag.retrieve.started input_len=3666 rerank_top_n=8
2026-07-05 14:10:55 | INFO | supply_chain_delivery_app | rag.collection.load.started
2026-07-05 14:10:55 | INFO | supply_chain_delivery_app | rag.collection.load.completed duration_ms=102 count=73
2026-07-05 14:10:55 | INFO | supply_chain_delivery_app | rag.retrieve.hybrid_prefilter candidates=12
2026-07-05 14:10:55 | INFO | supply_chain_delivery_app | rag.cross_encoder.load model=cross-encoder/ms-marco-MiniLM-L-6-v2
2026-07-05 14:11:03 | INFO | supply_chain_delivery_app | rag.cross_encoder.ready
2026-07-05 14:11:03 | INFO | supply_chain_delivery_app | rag.retrieve.cross_encoder_rerank returned=8
2026-07-05 14:11:03 | INFO | supply_chain_delivery_app | rag.retrieve.completed duration_ms=10893 retrieved=15 returned=8
2026-07-05 14:11:03 | INFO | supply_chain_delivery_app | tool.recommend_actions.completed status=ok duration_ms=14610
